000020017210080004000400820002500100306201780951847362008602000004070006005104208,489325617213786954567419823872563149346291785951847362738652491124978536695134278
209010000000964200000080007068020000125609080400008100000200050082001306003856000,239715648871964235654382917368127594125649783497538162946273851582491376713856429
104700600058610000003290000000870560030001090607000200340927850802506301000000042,124785639958613427763294185419872563235461798687359214341927856892546371576138942
453698017200001084090040053005004000300020500089000006030015069546009000908700045,453698217267351984891247653625984731374126598189573426732415869546839172918762345
003000004000506000260007000500000080030000076480000310012900050000720003070105040,153892764794536821268417935526371489931284576487659312812943657645728193379165248
708410092000700010200000403002003000074006000890500000106300058085160030000000104,738415692469732815251689473612873549574296381893541726146327958985164237327958164
002709800000000701084200006260057030050901260108640950920006485073095012045100070,512769843396584721784213596269857134457931268138642957921376485873495612645128379
795401308000907164604030000080109030037506412040000800050078640060305087378694250,795461328823957164614832579286149735937586412541723896159278643462315987378694251
004750082006039051009001000900000070000003109307940268720084596000107000063590400,134756982286439751579821634942618375658273149317945268721384596495167823863592417
200000400508000003000803572000400090040002365806000701400259007085000120000700004,239571486578624913614893572153467298947182365826935741461259837785346129392718654
390100000402359708000620539700030460000000000040905800610093207003000940970510300,395178624462359718187624539759831462836247195241965873618493257523786941974512386
429000800500068729076250000000326980600940007001000600000600175050030000100005000,429713856513468729876259314745326981682941537391587642238694175957132468164875293
301569070760400010409731080003600002010090500098354107004175920006800400102000000,381569274765482319429731685543617892617298543298354167834175926976823451152946738
080050100720001000030907840073004900006100500004706208357000080100075093002300001,489653127725841369631927845273584916896132574514796238357419682168275493942368751
000300709300018045000950031950000020600000900487009356000470003023005800060831002,215346789379218645846957231951763428632584917487129356598472163123695874764831592
400300016809600700612000039040000090380000240095108060000450072570200081004870000,457329816839615724612784539746532198381967245295148367168453972573296481924871653
000853091300600842000204000400390600000000080657020910010900020006002050009040000,264853791375619842198274536482391675931567284657428913513986427846732159729145368
438097100620000703000000008091000805007062010800900470006708200970001500100050630,438597126629184753715326948291473865547862319863915472356748291972631584184259637
800069700090083500200000804080600145050940000002000006104000309020104600030002400,815469732497283561263571894389627145651948273742315986174856329928134657536792418
780026150010000000056001974003004700807513409000900030400000000008349521500600000,789426153314795286256831974963284715827513469145967832432158697678349521591672348
285190607710503840400000120600000070071005000009010080300276914907401300000030000,285194637716523849493867125642389571871645293539712486358276914927451368164938752
264000005001593200953600071040705000500039400790800650009356000000007096000010508,264178935871593264953624871348765129516239487792841653489356712125487396637912548
000003007035070806702609400040005009107030080096000070900002040000050908004008601,689543217435271896712689435843725169127936584596814372958162743361457928274398651
802006000700034200409087530375608142000005067094000350580410690016000024200000710,832156479751934286469287531375698142128345967694721358587412693916573824243869715
056718090820003006090000487061900340389000601240000900000301000004000062008020700,456718293827493516193265487761982345389574621245136978672341859934857162518629734
780600253006080100040301000020900007300760800000825031004050090107008465853490712,781649253936582174542371986628913547315764829479825631264157398197238465853496712
907040003130800040400020807051030278049270061070015400000050304004100700500004000,987546123132897645465321897651439278349278561278615439716952384894163752523784916
906000730301070000800030041200503407405007260730020085097004500000050010083060974,956148732341672859872935641268513497415897263739426185197384526624759318583261974
040680109107003002803120004012576000600200010070814200730940581408000000901360427,245687139167493852893125674312576948684239715579814263736942581428751396951368427
736500108890072603010680005060000030208739000173846002641308570527960000009407206,736594128895172643412683795964215837258739461173846952641328579527961384389457216
000040690106005073000008020200067008700024016804059000001500700902400000005010300,328741695146295873597638124219367458753824916864159237631582749982473561475916382
103060009060790130509010000690805020002401600400020050008040000325000400040000000,183562749264798135579314268691875324852431697437629851918246573325987416746153982
487310000901006378002007005800473021000501683000002000095000030740130052308009147,487315269951246378632987415869473521274591683513862794195724836746138952328659147
704002910260030804000814026090073462672491085405268097807020040320046578540980031,784652913261739854953814726198573462672491385435268197817325649329146578546987231
689300070740018306000060000400009600390204050251000907010800000800000030500436009,689342571742518396135967482478159623396274158251683947913825764864791235527436819
392078010670000980000061237083014706250700000006200508100000370000037051000002800,392478615671325984548961237983514726254786193716293548165849372829637451437152869
080752061200864900704000052500080000896045710420093080903000108000010004140329006,389752461215864937764931852531687249896245713427193685953476128672518394148329576
050000020120459700048071006000003600000705410501902000207586003030107005685004071,759638124126459738348271596472813659893765412561942387217586943934127865685394271
002184000980037540410005780821790054365840100040003820008000005200000403004001008,572184639986237541413965782821796354365842197749513826138479265297658413654321978
000000090025007300800002504140008007286170050750200001390000000010005800062043109,634581792925467318871392564143658927286179453759234681398716245417925836562843179
010000002200000300003000075390860100600205093504010200830056004400000630020000009,715638942248597316963421875392864157681275493574319268839156724457982631126743589
213597408670000000000000207905040013031920546000105902100002030000070180007350600,213597468679284351548613297925746813731928546486135972154862739362479185897351624
002009400049000305051034007090006050400501903510920746060047200000302579030000000,372659418649718325851234697793486152426571983518923746965847231184362579237195864
000008900073000500200000000007900001460005002510076890785040000300809405004703208,146538927973412586258697143837924651469185732512376894785241369321869475694753218
000392475000018009920070860050039714030050900891704003246000197500247380007900040,168392475475618239923475861652839714734156928891724653246583197519247386387961542
830050006906007008125486309000760030000210064062000017600000080018604700293800601,837951426946327158125486379481769235759213864362548917674192583518634792293875641
070400905140098060300567840601002309489001652703659018207004506034920080068070230,876413925145298763392567841651842379489731652723659418217384596534926187968175234
265000807080627315073008040430975260007210584512480030009000000021060408756801000,265134897984627315173598642438975261697213584512486739849352176321769458756841923
000085396305496078896137205059701000003908002068023907087050600534612709002070534,741285396325496178896137245259741863173968452468523917987354621534612789612879534
095000007300600500000700060001063482934802600268047053519004706006290040000070100,695418237387629514142735869751963482934852671268147953519384726876291345423576198
086000700000000000700931004403705098018420500207608000630000050040060900000100043,386542719194876325725931864463715298918423576257698431639284157541367982872159643
261489375900730800003652490406190020000000084050006709009300148500964037704000050,261489375945731862873652491486197523197523684352846719629375148518964237734218956
708001090605000070002004156050410000000357004003098510506829340031600782820170005,748561293615932478392784156257416839189357624463298517576829341931645782824173965
465200070078500020920000000702046800300000500009002006000105007001630000607820159,465213978178569423923478615752946831346781592819352746284195367591637284637824159
000016000601900007045000019900005700080060490027891360300070000004600200700300040,279516834631948527845723619916435782583267491427891365362174958154689273798352146
836214709009086102412509300345060200900452000008000014604021005103095076090643821,836214759759386142412579368345168297971452683268937514684721935123895476597643821
946003000007600000120900040000081054590246173401359028010460007030190062652830019,946523781387614295125978346263781954598246173471359628819462537734195862652837419
004108020200305860509602013401003296950026130026014050890207601162000375003060980,634198527217345869589672413471853296958726134326914758895237641162489375743561982
006009245000045076005082001000090020409060010500078400231800007000100080000900002,386719245192345876745682931678491523429563718513278469231854697957126384864937152
012584003000200751306010800238605190060970080400801530605102308000457019109008420,712584963984236751356719842238645197561973284497821536645192378823457619179368425
000000010005200739308040650601030000050004100003905200004690007706050020009407000,962573418145286739378149652691732845257864193483915276524691387716358924839427561
310005048000009003009042006007090000050100260031076089123000000086000030004003071,312765948645819723879342156267598314958134267431276589123487695786951432594623871
