081050070930806025765013984459387216100069058076120309600091837507038492098702561,281954673934876125765213984459387216123469758876125349642591837517638492398742561
027060380840000000093000160300600029009200500000359046060020970230090000071040600,127965384846137295593482167354618729689274531712359846468521973235796418971843652
000001600004903702000570000098300100000700400503002000021800590307095260050100008,975241683814963752236578914798354126162789435543612879421836597387495261659127348
090587200035020789020390400000200834380000090000030001900008300206043000040010905,694587213135426789728391456561279834382164597479835621917658342256943178843712965
070001000018370000095028714703809520120040007059712003001200900200900006980056430,672491385418375269395628714743869521126543897859712643561234978234987156987156432
004159000009007004800342960631020090900570200702061480080405009503090040097236058,364159827129687534875342961631824795948573216752961483286415379513798642497236158
970100300310462070425030000000506239500004016039001458850003002200000560063000000,976158324318462975425739681741586239582394716639271458857643192294817563163925847
157209406600500000090013050070002080069000000800060043000108060000000219300000005,157289436638547192294613758573492681469831527812765943925178364786354219341926875
000000100419003600706000350847361000000000700560700000080506000000090001200100580,358672149419853672726914358847361925931285764562749813183526497675498231294137586
000045060341000700265300004000017623604080910170020058506834071010950000032001000,789145362341296785265378194958417623624583917173629458596834271417952836832761549
069005107000001060000800204300104900100000800986020001601502308740308609008046700,469235187827491563513867294352184976174659832986723451691572348745318629238946715
000938002000146830800200004014092006082000000005084291070000060026007040140569000,461938752257146839893275614714392586982651473635784291579423168326817945148569327
200081400000276050000500901034608702090420085500107040601040500300000000000062000,253981476419276358867534921134658792796423185582197643621849537348715269975362814
010003096300510207572908140760400000051320800000085460005039704007102950000057002,814273596396514287572968143768491325451326879923785461285639714637142958149857632
560270901100004000029300705000609000002000160756080003290403007670021050001507020,563278941187954236429316785318649572942735168756182493295463817674821359831597624
000013005005607900207809030000000089086004201020080460000540002900002007352078040,698413725435627918217859634743261589586394271129785463871546392964132857352978146
650800430021000506340005000890000700000790200003206001000107000900083005430000070,659812437721934586348675912892351764164798253573246891285167349917483625436529178
389521604150007090620409100000000010041205307000036240500000003402070906030004000,389521674154367892627489135263748519841295367795136248576912483412873956938654721
100006400006800030900020060009560321201094070700000005000000800000903200004180003,125736489476859132938421567849567321251394678763218945312675894587943216694182753
000390756005070200000050400010000002830062540026035809000020960040719005000680100,284391756395476218761258493519847632837962541426135879178523964642719385953684127
